ar, 0, 2700270.tif, 1551, 129, 1626, 261, 0.148040, false
to, 0, 2700270.tif, 1596, 129, 1671, 261, 0.540508, true
ti, 0, 2700270.tif, 1596, 129, 1671, 261, 0.228603, false
st, 0, 2700270.tif, 1566, 129, 1641, 261, 0.181383, false
ng, 0, 2700270.tif, 1566, 129, 1641, 261, 0.095946, false
nt, 0, 2700270.tif, 1566, 129, 1641, 261, 0.364925, false
it, 0, 2700270.tif, 1566, 129, 1641, 261, 0.093628, false
th, 0, 2700270.tif, 833, 313, 908, 449, 0.567802, false
he, 0, 2700270.tif, 833, 313, 908, 449, 0.129223, false
er, 0, 2700270.tif, 698, 313, 773, 449, 0.112461, false
an, 0, 2700270.tif, 698, 313, 773, 449, -0.049354, false
re, 0, 2700270.tif, 728, 313, 803, 449, 0.190201, false
on, 0, 2700270.tif, 698, 313, 773, 449, 0.009585, false
at, 0, 2700270.tif, 728, 313, 803, 449, 0.153717, false
or, 0, 2700270.tif, 698, 313, 773, 449, 0.176100, false
es, 0, 2700270.tif, 818, 313, 893, 449, 0.070121, false
en, 0, 2700270.tif, 833, 313, 908, 449, 0.019960, false
te, 0, 2700270.tif, 788, 313, 863, 449, 0.138247, false
nd, 0, 2700270.tif, 728, 313, 803, 449, 0.038014, false
ed, 0, 2700270.tif, 728, 313, 803, 449, 0.113624, false
ar, 0, 2700270.tif, 698, 313, 773, 449, 0.078779, false
to, 0, 2700270.tif, 833, 313, 908, 449, 0.099742, false
ti, 0, 2700270.tif, 788, 313, 863, 449, 0.309966, false
st, 0, 2700270.tif, 728, 313, 803, 449, 0.135817, false
ng, 0, 2700270.tif, 743, 313, 818, 449, -0.002895, false
nt, 0, 2700270.tif, 728, 313, 803, 449, 0.113850, false
it, 0, 2700270.tif, 818, 313, 893, 449, 0.218277, false
th, 0, 2700270.tif, 1442, 321, 1517, 428, 0.185933, false
he, 0, 2700270.tif, 1442, 321, 1517, 428, 0.110559, false
er, 0, 2700270.tif, 1442, 321, 1517, 428, 0.115005, false
an, 0, 2700270.tif, 1457, 321, 1532, 428, -0.004720, false
re, 0, 2700270.tif, 1442, 321, 1517, 428, 0.071133, false
on, 0, 2700270.tif, 1457, 321, 1532, 428, 0.097495, false
at, 0, 2700270.tif, 1442, 321, 1517, 428, 0.037307, false
or, 0, 2700270.tif, 1442, 321, 1517, 428, 0.112908, false
es, 0, 2700270.tif, 1442, 321, 1517, 428, 0.182682, false
en, 0, 2700270.tif, 1442, 321, 1517, 428, 0.033625, false
te, 0, 2700270.tif, 1442, 321, 1517, 428, 0.023328, false
nd, 0, 2700270.tif, 1457, 321, 1532, 428, 0.069810, false
ed, 0, 2700270.tif, 1457, 321, 1532, 428, 0.097666, false
ar, 0, 2700270.tif, 1457, 321, 1532, 428, 0.073318, false
to, 0, 2700270.tif, 1442, 321, 1517, 428, 0.123538, false
ti, 0, 2700270.tif, 1457, 321, 1532, 428, 0.116411, false
st, 0, 2700270.tif, 1457, 321, 1532, 428, 0.110653, false
ng, 0, 2700270.tif, 1442, 321, 1517, 428, 0.334624, false
nt, 0, 2700270.tif, 1442, 321, 1517, 428, 0.060254, false
it, 0, 2700270.tif, 1457, 321, 1532, 428, 0.059071, false
th, 0, 2700270.tif, 818, 589, 893, 673, 0.129996, false
he, 0, 2700270.tif, 833, 589, 908, 673, 0.068965, false
er, 0, 2700270.tif, 758, 589, 833, 673, 0.301801, false
an, 0, 2700270.tif, 713, 589, 788, 673, 0.580493, true
re, 0, 2700270.tif, 773, 589, 848, 673, 0.257976, false
on, 0, 2700270.tif, 758, 589, 833, 673, 0.417630, false
at, 0, 2700270.tif, 698, 589, 773, 673, 0.408450, false
or, 0, 2700270.tif, 758, 589, 833, 673, 0.424778, false
es, 0, 2700270.tif, 698, 589, 773, 673, 0.143893, false
en, 0, 2700270.tif, 713, 589, 788, 673, 0.373542, false
te, 0, 2700270.tif, 683, 589, 758, 673, 0.144277, false
nd, 0, 2700270.tif, 803, 589, 878, 673, 0.571634, true
ed, 0, 2700270.tif, 803, 589, 878, 673, 0.497842, false
ar, 0, 2700270.tif, 698, 589, 773, 673, 0.350326, false
to, 0, 2700270.tif, 833, 589, 908, 673, 0.091509, false
ti, 0, 2700270.tif, 683, 589, 758, 673, 0.189062, false
st, 0, 2700270.tif, 833, 589, 908, 673, 0.157337, false
ng, 0, 2700270.tif, 758, 589, 833, 673, 0.227340, false
nt, 0, 2700270.tif, 743, 589, 818, 673, 0.213421, false
it, 0, 2700270.tif, 833, 589, 908, 673, 0.203856, false
th, 0, 2700270.tif, 1219, 573, 1294, 661, 0.090056, false
he, 0, 2700270.tif, 1204, 573, 1279, 661, 0.166920, false
er, 0, 2700270.tif, 1204, 573, 1279, 661, 0.113026, false
an, 0, 2700270.tif, 1249, 573, 1324, 661, 0.076413, false
re, 0, 2700270.tif, 1204, 573, 1279, 661, 0.178280, false
on, 0, 2700270.tif, 1249, 573, 1324, 661, 0.142303, false
at, 0, 2700270.tif, 1174, 573, 1249, 661, 0.065256, false
or, 0, 2700270.tif, 1249, 573, 1324, 661, 0.166305, false
es, 0, 2700270.tif, 1234, 573, 1309, 661, 0.122691, false
en, 0, 2700270.tif, 1234, 573, 1309, 661, 0.128049, false
te, 0, 2700270.tif, 1189, 573, 1264, 661, 0.418962, false
nd, 0, 2700270.tif, 1249, 573, 1324, 661, 0.212632, false
ed, 0, 2700270.tif, 1234, 573, 1309, 661, 0.197207, false
ar, 0, 2700270.tif, 1174, 573, 1249, 661, 0.211410, false
to, 0, 2700270.tif, 1174, 573, 1249, 661, 0.432038, false
ti, 0, 2700270.tif, 1174, 573, 1249, 661, 0.413187, false
st, 0, 2700270.tif, 1174, 573, 1249, 661, 0.156962, false
ng, 0, 2700270.tif, 1249, 573, 1324, 661, 0.156108, false
nt, 0, 2700270.tif, 1174, 573, 1249, 661, 0.110313, false
it, 0, 2700270.tif, 1174, 573, 1249, 661, 0.148279, false
th, 0, 2700270.tif, 875, 673, 950, 757, 0.235562, false
he, 0, 2700270.tif, 905, 673, 980, 757, 0.087820, false
er, 0, 2700270.tif, 935, 673, 1010, 757, 0.023246, false
an, 0, 2700270.tif, 935, 673, 1010, 757, 0.024769, false
re, 0, 2700270.tif, 905, 673, 980, 757, 0.022984, false
on, 0, 2700270.tif, 935, 673, 1010, 757, 0.088016, false
at, 0, 2700270.tif, 905, 673, 980, 757, 0.056100, false
or, 0, 2700270.tif, 935, 673, 1010, 757, 0.056480, false
es, 0, 2700270.tif, 935, 673, 1010, 757, 0.087357, false
en, 0, 2700270.tif, 935, 673, 1010, 757, 0.078552, false
te, 0, 2700270.tif, 890, 673, 965, 757, 0.442938, false
nd, 0, 2700270.tif, 935, 673, 1010, 757, 0.236453, false
ed, 0, 2700270.tif, 935, 673, 1010, 757, 0.165232, false
ar, 0, 2700270.tif, 875, 673, 950, 757, 0.024530, false
to, 0, 2700270.tif, 875, 673, 950, 757, 0.784646, false
ti, 0, 2700270.tif, 875, 673, 950, 757, 0.470957, false
st, 0, 2700270.tif, 905, 673, 980, 757, 0.200480, false
ng, 0, 2700270.tif, 935, 673, 1010, 757, 0.073807, false
nt, 0, 2700270.tif, 905, 673, 980, 757, 0.125626, false
it, 0, 2700270.tif, 905, 673, 980, 757, 0.167789, false
th, 0, 2700270.tif, 1462, 658, 1537, 773, 0.124462, false
he, 0, 2700270.tif, 1462, 658, 1537, 773, 0.007248, false
er, 0, 2700270.tif, 1462, 658, 1537, 773, 0.125886, false
an, 0, 2700270.tif, 1462, 658, 1537, 773, 0.052483, false
re, 0, 2700270.tif, 1447, 658, 1522, 773, 0.011846, false
on, 0, 2700270.tif, 1447, 658, 1522, 773, 0.265845, false
at, 0, 2700270.tif, 1462, 658, 1537, 773, 0.093625, false
or, 0, 2700270.tif, 1462, 658, 1537, 773, 0.297613, false
es, 0, 2700270.tif, 1462, 658, 1537, 773, 0.138938, false
en, 0, 2700270.tif, 1462, 658, 1537, 773, 0.101404, false
te, 0, 2700270.tif, 1462, 658, 1537, 773, 0.049844, false
nd, 0, 2700270.tif, 1462, 658, 1537, 773, 0.039644, false
ed, 0, 2700270.tif, 1462, 658, 1537, 773, 0.095128, false
ar, 0, 2700270.tif, 1462, 658, 1537, 773, 0.153130, false
to, 0, 2700270.tif, 1462, 658, 1537, 773, 0.081431, false
ti, 0, 2700270.tif, 1462, 658, 1537, 773, 0.143462, false
st, 0, 2700270.tif, 1462, 658, 1537, 773, 0.134271, false
ng, 0, 2700270.tif, 1462, 658, 1537, 773, 0.179571, false
nt, 0, 2700270.tif, 1447, 658, 1522, 773, 0.076576, false
it, 0, 2700270.tif, 1462, 658, 1537, 773, 0.120566, false
th, 0, 2700270.tif, 275, 750, 350, 844, 0.138857, false
he, 0, 2700270.tif, 425, 750, 500, 844, 0.436501, false
er, 0, 2700270.tif, 365, 750, 440, 844, 0.230976, false
an, 0, 2700270.tif, 425, 750, 500, 844, 0.030264, false
re, 0, 2700270.tif, 425, 750, 500, 844, 0.436692, false
on, 0, 2700270.tif, 425, 750, 500, 844, -0.002917, false
at, 0, 2700270.tif, 335, 750, 410, 844, 0.130114, false
or, 0, 2700270.tif, 365, 750, 440, 844, 0.059709, false
es, 0, 2700270.tif, 350, 750, 425, 844, 0.170174, false
en, 0, 2700270.tif, 425, 750, 500, 844, 0.042398, false
te, 0, 2700270.tif, 275, 750, 350, 844, 0.419887, false
nd, 0, 2700270.tif, 335, 750, 410, 844, -0.029790, false
ed, 0, 2700270.tif, 335, 750, 410, 844, 0.200861, false
ar, 0, 2700270.tif, 380, 750, 455, 844, 0.107524, false
to, 0, 2700270.tif, 275, 750, 350, 844, 0.450215, false
ti, 0, 2700270.tif, 275, 750, 350, 844, 0.388148, false
st, 0, 2700270.tif, 275, 750, 350, 844, 0.145618, false
ng, 0, 2700270.tif, 425, 750, 500, 844, -0.019065, false
nt, 0, 2700270.tif, 275, 750, 350, 844, 0.148193, false
it, 0, 2700270.tif, 275, 750, 350, 844, 0.188450, false
th, 0, 2700270.tif, 1232, 818, 1307, 952, 0.084492, false
he, 0, 2700270.tif, 1067, 818, 1142, 952, 0.109844, false
er, 0, 2700270.tif, 1142, 818, 1217, 952, 0.128293, false
an, 0, 2700270.tif, 1202, 818, 1277, 952, 0.465122, true
re, 0, 2700270.tif, 1142, 818, 1217, 952, 0.015954, false
on, 0, 2700270.tif, 1082, 818, 1157, 952, 0.314245, false
at, 0, 2700270.tif, 1202, 818, 1277, 952, 0.141410, false
or, 0, 2700270.tif, 1157, 818, 1232, 952, 0.212718, false
es, 0, 2700270.tif, 1067, 818, 1142, 952, 0.217309, false
en, 0, 2700270.tif, 1097, 818, 1172, 952, 0.213031, false
te, 0, 2700270.tif, 1112, 818, 1187, 952, -0.045270, false
nd, 0, 2700270.tif, 1232, 818, 1307, 952, 0.199760, false
ed, 0, 2700270.tif, 1142, 818, 1217, 952, 0.118686, false
ar, 0, 2700270.tif, 1202, 818, 1277, 952, 0.276739, false
to, 0, 2700270.tif, 1157, 818, 1232, 952, 0.101892, false
ti, 0, 2700270.tif, 1232, 818, 1307, 952, 0.078488, false
st, 0, 2700270.tif, 1232, 818, 1307, 952, 0.090640, false
ng, 0, 2700270.tif, 1217, 818, 1292, 952, 0.516744, false
nt, 0, 2700270.tif, 1232, 818, 1307, 952, 0.156233, false
it, 0, 2700270.tif, 1232, 818, 1307, 952, 0.044104, false
th, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.578166, true
he, 0, 2700270.tif, 1555, 906, 1630, 1004, 0.684099, true
er, 0, 2700270.tif, 1540, 906, 1615, 1004, -0.025912, false
an, 0, 2700270.tif, 1510, 906, 1585, 1004, -0.018118, false
re, 0, 2700270.tif, 1555, 906, 1630, 1004, 0.384978, false
on, 0, 2700270.tif, 1555, 906, 1630, 1004, -0.008483, false
at, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.119935, false
or, 0, 2700270.tif, 1555, 906, 1630, 1004, 0.038805, false
es, 0, 2700270.tif, 1555, 906, 1630, 1004, -0.000828, false
en, 0, 2700270.tif, 1540, 906, 1615, 1004, -0.025672, false
te, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.431149, false
nd, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.038077, false
ed, 0, 2700270.tif, 1510, 906, 1585, 1004, -0.022981, false
ar, 0, 2700270.tif, 1555, 906, 1630, 1004, -0.034982, false
to, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.597170, false
ti, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.354231, false
st, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.090093, false
ng, 0, 2700270.tif, 1555, 906, 1630, 1004, 0.020016, false
nt, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.127732, false
it, 0, 2700270.tif, 1510, 906, 1585, 1004, 0.196015, false
th, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.408283, false
he, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.156466, false
er, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.014688, false
an, 0, 2700270.tif, 1750, 897, 1806, 1017, -0.078603, false
re, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.064938, false
on, 0, 2700270.tif, 1750, 897, 1806, 1017, -0.109390, false
at, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.029058, false
or, 0, 2700270.tif, 1750, 897, 1806, 1017, -0.014931, false
es, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.212306, false
en, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.001453, false
te, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.401545, false
nd, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.080558, false
ed, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.113002, false
ar, 0, 2700270.tif, 1750, 897, 1806, 1017, -0.010715, false
to, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.651221, true
ti, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.282966, false
st, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.242420, false
ng, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.032407, false
nt, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.136685, false
it, 0, 2700270.tif, 1750, 897, 1806, 1017, 0.218925, false
th, 0, 2700270.tif, 547, 989, 622, 1121, 0.088376, false
he, 0, 2700270.tif, 382, 989, 457, 1121, 0.107027, false
er, 0, 2700270.tif, 547, 989, 622, 1121, 0.169747, false
an, 0, 2700270.tif, 502, 989, 577, 1121, 0.535426, true
re, 0, 2700270.tif, 547, 989, 622, 1121, 0.069888, false
on, 0, 2700270.tif, 412, 989, 487, 1121, 0.341235, false
at, 0, 2700270.tif, 502, 989, 577, 1121, 0.229764, false
or, 0, 2700270.tif, 547, 989, 622, 1121, 0.193971, false
es, 0, 2700270.tif, 547, 989, 622, 1121, 0.249206, false
en, 0, 2700270.tif, 517, 989, 592, 1121, 0.278304, false
te, 0, 2700270.tif, 457, 989, 532, 1121, 0.037674, false
nd, 0, 2700270.tif, 427, 989, 502, 1121, 0.210268, false
ed, 0, 2700270.tif, 517, 989, 592, 1121, 0.061759, false
ar, 0, 2700270.tif, 502, 989, 577, 1121, 0.268603, false
to, 0, 2700270.tif, 457, 989, 532, 1121, 0.106740, false
ti, 0, 2700270.tif, 547, 989, 622, 1121, 0.035007, false
st, 0, 2700270.tif, 547, 989, 622, 1121, 0.108460, false
ng, 0, 2700270.tif, 532, 989, 607, 1121, 0.418434, false
nt, 0, 2700270.tif, 547, 989, 622, 1121, 0.136557, false
it, 0, 2700270.tif, 442, 989, 517, 1121, 0.030078, false
th, 0, 2700270.tif, 1034, 989, 1109, 1096, 0.547452, false
he, 0, 2700270.tif, 1049, 989, 1124, 1096, 0.611744, false
er, 0, 2700270.tif, 929, 989, 1004, 1096, 0.202583, false
an, 0, 2700270.tif, 1154, 989, 1229, 1096, 0.187247, false
re, 0, 2700270.tif, 914, 989, 989, 1096, 0.205133, false
on, 0, 2700270.tif, 914, 989, 989, 1096, 0.235712, false
at, 0, 2700270.tif, 1004, 989, 1079, 1096, 0.239861, false
or, 0, 2700270.tif, 914, 989, 989, 1096, 0.271084, false
es, 0, 2700270.tif, 1154, 989, 1229, 1096, 0.353767, false
en, 0, 2700270.tif, 959, 989, 1034, 1096, 0.158016, false
te, 0, 2700270.tif, 944, 989, 1019, 1096, 0.135962, false
nd, 0, 2700270.tif, 914, 989, 989, 1096, 0.326839, false
ed, 0, 2700270.tif, 974, 989, 1049, 1096, 0.303671, false
ar, 0, 2700270.tif, 1154, 989, 1229, 1096, 0.310649, false
to, 0, 2700270.tif, 1064, 989, 1139, 1096, 0.334644, false
ti, 0, 2700270.tif, 914, 989, 989, 1096, 0.191524, false
st, 0, 2700270.tif, 944, 989, 1019, 1096, 0.287816, false
ng, 0, 2700270.tif, 944, 989, 1019, 1096, 0.245996, false
nt, 0, 2700270.tif, 944, 989, 1019, 1096, 0.296165, false
it, 0, 2700270.tif, 959, 989, 1034, 1096, 0.303056, false
th, 0, 2700270.tif, 1322, 997, 1397, 1133, 0.284456, false
he, 0, 2700270.tif, 1322, 997, 1397, 1133, 0.056096, false
er, 0, 2700270.tif, 1442, 997, 1517, 1133, 0.440770, true
an, 0, 2700270.tif, 1382, 997, 1457, 1133, 0.374661, false
re, 0, 2700270.tif, 1427, 997, 1502, 1133, 0.142701, true
on, 0, 2700270.tif, 1427, 997, 1502, 1133, 0.144975, false
at, 0, 2700270.tif, 1307, 997, 1382, 1133, 0.103771, false
or, 0, 2700270.tif, 1427, 997, 1502, 1133, 0.206528, false
es, 0, 2700270.tif, 1442, 997, 1517, 1133, 0.270598, false
en, 0, 2700270.tif, 1382, 997, 1457, 1133, 0.281969, false
te, 0, 2700270.tif, 1322, 997, 1397, 1133, 0.226698, false
nd, 0, 2700270.tif, 1382, 997, 1457, 1133, 0.233275, false
ed, 0, 2700270.tif, 1337, 997, 1412, 1133, 0.206209, false
ar, 0, 2700270.tif, 1442, 997, 1517, 1133, 0.203581, false
to, 0, 2700270.tif, 1322, 997, 1397, 1133, 0.117133, false
ti, 0, 2700270.tif, 1322, 997, 1397, 1133, 0.179865, false
st, 0, 2700270.tif, 1307, 997, 1382, 1133, 0.183272, false
ng, 0, 2700270.tif, 1382, 997, 1457, 1133, 0.091110, false
nt, 0, 2700270.tif, 1307, 997, 1382, 1133, 0.251453, false
it, 0, 2700270.tif, 1307, 997, 1382, 1133, 0.370260, false
th, 0, 2700270.tif, 168, 1222, 243, 1369, 0.557544, true
he, 0, 2700270.tif, 153, 1222, 228, 1369, 0.065553, false
er, 0, 2700270.tif, 168, 1222, 243, 1369, 0.066926, false
an, 0, 2700270.tif, 138, 1222, 213, 1369, 0.082040, false
re, 0, 2700270.tif, 168, 1222, 243, 1369, 0.082719, false
on, 0, 2700270.tif, 168, 1222, 243, 1369, 0.062352, false
at, 0, 2700270.tif, 138, 1222, 213, 1369, 0.244875, false
or, 0, 2700270.tif, 168, 1222, 243, 1369, 0.069514, false
es, 0, 2700270.tif, 168, 1222, 243, 1369, 0.170391, false
en, 0, 2700270.tif, 168, 1222, 243, 1369, 0.059256, false
te, 0, 2700270.tif, 168, 1222, 243, 1369, 0.139434, false
nd, 0, 2700270.tif, 138, 1222, 213, 1369, 0.218279, false
ed, 0, 2700270.tif, 138, 1222, 213, 1369, 0.150136, false
ar, 0, 2700270.tif, 138, 1222, 213, 1369, 0.060371, false
to, 0, 2700270.tif, 168, 1222, 243, 1369, 0.269160, false
ti, 0, 2700270.tif, 168, 1222, 243, 1369, 0.156517, false
st, 0, 2700270.tif, 138, 1222, 213, 1369, 0.268068, false
ng, 0, 2700270.tif, 138, 1222, 213, 1369, 0.183567, false
nt, 0, 2700270.tif, 138, 1222, 213, 1369, 0.248561, false
it, 0, 2700270.tif, 138, 1222, 213, 1369, 0.284003, false
th, 0, 2700270.tif, 454, 1230, 529, 1356, 0.417614, false
he, 0, 2700270.tif, 469, 1230, 544, 1356, 0.551236, true
er, 0, 2700270.tif, 559, 1230, 634, 1356, 0.421974, true
an, 0, 2700270.tif, 364, 1230, 439, 1356, 0.144053, false
re, 0, 2700270.tif, 559, 1230, 634, 1356, 0.294781, false
on, 0, 2700270.tif, 349, 1230, 424, 1356, 0.251091, false
at, 0, 2700270.tif, 439, 1230, 514, 1356, 0.178791, false
or, 0, 2700270.tif, 559, 1230, 634, 1356, 0.276294, false
es, 0, 2700270.tif, 499, 1230, 574, 1356, 0.396054, true
en, 0, 2700270.tif, 559, 1230, 634, 1356, 0.257836, false
te, 0, 2700270.tif, 544, 1230, 619, 1356, 0.333430, true
nd, 0, 2700270.tif, 394, 1230, 469, 1356, 0.251606, false
ed, 0, 2700270.tif, 394, 1230, 469, 1356, 0.187038, false
ar, 0, 2700270.tif, 559, 1230, 634, 1356, 0.239091, false
to, 0, 2700270.tif, 544, 1230, 619, 1356, 0.188455, false
ti, 0, 2700270.tif, 334, 1230, 409, 1356, 0.283582, false
st, 0, 2700270.tif, 514, 1230, 589, 1356, 0.404650, true
ng, 0, 2700270.tif, 349, 1230, 424, 1356, 0.218355, false
nt, 0, 2700270.tif, 364, 1230, 439, 1356, 0.297987, false
it, 0, 2700270.tif, 349, 1230, 424, 1356, 0.283368, false
th, 0, 2700270.tif, 312, 1493, 387, 1641, 0.083770, false
he, 0, 2700270.tif, 267, 1493, 342, 1641, 0.066333, false
er, 0, 2700270.tif, 312, 1493, 387, 1641, 0.178802, false
an, 0, 2700270.tif, 312, 1493, 387, 1641, 0.203282, false
re, 0, 2700270.tif, 282, 1493, 357, 1641, 0.021403, false
on, 0, 2700270.tif, 312, 1493, 387, 1641, 0.486869, false
at, 0, 2700270.tif, 267, 1493, 342, 1641, -0.098337, false
or, 0, 2700270.tif, 312, 1493, 387, 1641, 0.366901, false
es, 0, 2700270.tif, 282, 1493, 357, 1641, 0.091743, false
en, 0, 2700270.tif, 312, 1493, 387, 1641, 0.359140, false
te, 0, 2700270.tif, 267, 1493, 342, 1641, 0.032257, false
nd, 0, 2700270.tif, 312, 1493, 387, 1641, 0.033795, false
ed, 0, 2700270.tif, 312, 1493, 387, 1641, -0.046662, false
ar, 0, 2700270.tif, 312, 1493, 387, 1641, 0.083275, false
to, 0, 2700270.tif, 267, 1493, 342, 1641, 0.101611, false
ti, 0, 2700270.tif, 312, 1493, 387, 1641, -0.006517, false
st, 0, 2700270.tif, 267, 1493, 342, 1641, 0.012565, false
ng, 0, 2700270.tif, 312, 1493, 387, 1641, 0.078771, false
nt, 0, 2700270.tif, 312, 1493, 387, 1641, -0.028797, false
it, 0, 2700270.tif, 312, 1493, 387, 1641, -0.081431, false
th, 0, 2700270.tif, 482, 1501, 557, 1616, 0.293534, false
